id_tabela_nutricional,kcal,porcao_padrao,qtde_acucar,qtde_alcool,qtde_calcio,qtde_carboidrato,qtde_ferro,qtde_fibra,qtde_gordura,qtde_monosaturada,qtde_polisaturada,qtde_potassio,qtde_proteina,qtde_saturada,qtde_sodio,qtde_trans,qtde_vitamina_a,qtde_vitamina_c,qtde_vitamina_d,qtde_vitamina_e,unidade_medida,id_alimento
521,179.0,100,45.6,0.0,9.2,46.1,0.2,0.3,0.1,0.0,0.0,86.8,0.4,0.0,2.0,,0.3,0.1,,,GRAMA,521
522,119.2,100,15.9,0.0,93.2,15.8,0.3,,3.5,1.3,0.4,135.8,5.7,1.3,63.3,0.0,85.0,,1.2,0.3,GRAMA,522
523,119.2,100,15.9,0.0,93.2,15.8,0.3,,3.5,1.3,0.4,135.8,5.7,1.3,63.3,0.0,85.0,,1.2,0.3,GRAMA,523
524,119.2,100,15.9,0.0,93.2,15.8,0.3,,3.5,1.3,0.4,135.8,5.7,1.3,63.3,0.0,85.0,,1.2,0.3,GRAMA,524
525,292.3,100,59.9,0.0,274.6,59.0,0.1,,3.6,0.9,0.2,345.2,7.6,2.1,94.3,0.1,32.0,,0.1,0.1,GRAMA,525
526,292.3,100,59.9,0.0,274.6,59.0,0.1,,3.6,0.9,0.2,345.2,7.6,2.1,94.3,0.1,32.0,,0.1,0.1,GRAMA,526
527,403.4,100,38.4,0.0,75.0,86.4,1.9,7.2,5.4,2.8,1.7,421.9,5.6,0.6,230.5,0.0,1.3,37.1,,1.2,GRAMA,527
528,403.4,100,38.4,0.0,75.0,86.4,1.9,7.2,5.4,2.8,1.7,421.9,5.6,0.6,230.5,0.0,1.3,37.1,,1.2,GRAMA,528
529,335.5,100,59.3,0.0,536.6,69.9,22.9,7.4,1.9,0.4,0.4,928.8,19.2,0.8,395.3,0.0,803.2,64.3,3.6,24.1,GRAMA,529
530,404.8,100,62.2,0.0,8.3,75.7,0.7,1.6,12.5,0.5,0.1,119.7,1.0,11.0,107.3,,,0.2,,0.1,GRAMA,530
531,599.0,100,4.2,0.0,61.0,15.3,1.5,9.4,52.5,26.0,15.3,726.0,28.0,8.7,6.0,,,0.8,,6.9,GRAMA,531
532,599.0,100,4.2,0.0,61.0,15.3,1.5,9.4,52.5,26.0,15.3,726.0,28.0,8.7,6.0,,,0.8,,6.9,GRAMA,532
533,477.9,100,1.1,0.0,28.4,64.6,1.5,3.0,21.6,8.7,4.5,191.1,7.1,7.2,309.2,0.3,72.4,,0.1,2.5,GRAMA,533
534,292.3,100,59.9,0.0,274.6,59.0,0.1,,3.6,0.9,0.2,345.2,7.6,2.1,94.3,0.1,32.0,,0.1,0.1,GRAMA,534
535,179.0,100,45.6,0.0,9.2,46.1,0.2,0.3,0.1,0.0,0.0,86.8,0.4,0.0,2.0,,0.3,0.1,,,GRAMA,535
536,365.0,100,80.7,0.0,,89.1,0.0,,0.0,,,4.0,2.2,,,,,,,,GRAMA,536
537,365.0,100,80.7,0.0,,89.1,0.0,,0.0,,,4.0,2.2,,,,,,,,GRAMA,537
538,0.0,100,,0.0,,0.0,,,0.0,,,,0.0,,240.0,,,,,,GRAMA,538
539,67.0,100,0.9,0.0,58.0,5.3,1.5,3.3,4.0,2.6,0.9,138.0,4.4,0.2,1135.0,0.0,3.5,1.5,,0.4,GRAMA,539
540,1.0,100,,0.0,2.0,0.2,0.1,,0.0,0.0,0.0,9.0,0.0,0.0,1.0,,,,,,GRAMA,540
541,23.0,100,2.5,0.0,40.0,4.9,1.7,3.2,0.9,0.1,0.3,40.0,2.4,0.2,2964.0,,6.9,4.3,,0.9,GRAMA,541
542,279.0,100,34.8,0.0,1246.0,52.1,42.5,10.4,4.8,2.2,0.3,4466.0,21.9,0.1,211.0,,292.5,566.7,,1.0,GRAMA,542
543,53.0,100,2.0,0.0,19.0,7.6,1.9,0.8,0.0,0.0,0.0,217.0,6.3,0.0,5637.0,,,,,,GRAMA,543
544,53.0,100,2.0,0.0,19.0,7.6,1.9,0.8,0.0,0.0,0.0,217.0,6.3,0.0,5637.0,,,,,,GRAMA,544
545,202.5,100,4.7,0.0,4.0,5.6,0.8,0.9,20.9,0.9,0.2,232.5,1.6,18.5,12.0,,,1.1,,0.0,GRAMA,545
546,261.1,100,10.2,0.0,5.8,13.4,0.1,0.1,23.3,5.5,13.2,7.9,0.5,3.8,831.3,0.1,13.7,0.1,0.1,2.0,GRAMA,546
547,38.0,100,4.8,0.0,18.0,9.0,1.8,1.9,0.2,0.0,0.1,439.0,1.6,0.0,393.0,,25.5,10.6,,1.9,GRAMA,547
548,24.0,100,4.2,0.0,13.0,5.4,1.0,1.5,0.2,0.0,0.1,331.0,1.3,0.0,524.0,,17.4,7.0,,1.4,GRAMA,548
549,97.0,100,22.8,0.0,18.0,25.1,0.5,0.3,0.3,0.1,0.1,382.0,1.7,0.0,1114.0,,46.7,15.1,,1.5,GRAMA,549
550,97.0,100,22.8,0.0,18.0,25.1,0.5,0.3,0.3,0.1,0.1,382.0,1.7,0.0,1114.0,,46.7,15.1,,1.5,GRAMA,550
551,255.0,100,,0.0,437.0,64.8,28.9,26.5,3.3,1.0,1.1,1259.0,10.9,1.0,44.0,,15.0,21.0,,0.7,GRAMA,551
552,4.9,100,1.2,0.0,2.4,1.3,0.0,0.0,0.0,,0.0,3.3,0.0,,400.1,,10.6,0.1,,0.0,GRAMA,552
553,209.7,100,4.8,0.0,287.5,6.7,0.2,0.1,15.8,4.3,0.6,138.7,10.3,9.8,208.6,0.5,130.1,,0.9,0.3,GRAMA,553
554,16.0,100,0.2,0.0,30.0,0.4,0.2,,0.6,0.1,0.2,86.0,2.0,0.1,318.0,,1.0,,0.2,0.1,GRAMA,554
555,37.6,100,3.8,0.0,6.2,7.4,0.4,0.5,0.8,0.2,0.4,88.3,0.8,0.1,305.1,0.0,6.3,5.7,,0.5,GRAMA,555
556,631.0,100,0.5,0.0,60.0,11.7,6.4,11.6,61.2,23.9,25.5,370.0,20.4,9.1,47.0,,3.3,,,1.7,GRAMA,556
557,213.0,100,13.9,0.0,47.0,23.3,2.7,5.8,14.1,8.7,2.1,1565.0,5.1,1.9,266.0,0.0,64.3,101.8,,1.9,GRAMA,557
558,156.6,100,12.5,0.0,12.7,18.8,0.2,1.2,9.5,2.3,5.2,14.6,0.6,1.6,876.7,0.1,13.6,0.1,0.1,0.8,GRAMA,558
559,53.1,100,2.1,0.0,17.0,8.5,2.0,0.8,0.1,0.0,0.0,180.4,5.2,0.0,3341.0,,,,,,GRAMA,559
560,202.5,100,4.7,0.0,4.0,5.6,0.8,0.9,20.9,0.9,0.2,232.5,1.6,18.5,12.0,,,1.1,,0.0,GRAMA,560
561,76.8,100,3.4,0.0,19.9,3.7,0.7,0.9,6.2,4.5,0.7,156.7,0.7,0.9,1299.8,0.0,39.2,13.7,,1.1,GRAMA,561
562,204.0,100,,0.0,7.0,0.0,2.5,,9.0,3.9,0.3,252.0,30.7,3.4,41.0,0.4,,,0.6,0.4,GRAMA,562
563,204.0,100,,0.0,7.0,0.0,2.5,,9.0,3.9,0.3,252.0,30.7,3.4,41.0,0.4,,,0.6,0.4,GRAMA,563
564,204.0,100,,0.0,7.0,0.0,2.5,,9.0,3.9,0.3,252.0,30.7,3.4,41.0,0.4,,,0.6,0.4,GRAMA,564
565,226.7,100,,0.0,7.0,0.0,2.5,,11.6,3.9,0.3,252.0,30.7,3.4,41.0,0.4,,,0.6,0.4,GRAMA,565
566,226.7,100,,0.0,7.0,0.0,2.5,,11.6,3.9,0.3,252.0,30.7,3.4,41.0,0.4,,,0.6,0.4,GRAMA,566
567,204.0,100,0.8,0.0,7.0,0.0,2.5,,9.0,3.1,0.3,252.0,30.7,2.7,41.0,0.3,,,0.6,0.4,GRAMA,567
568,204.0,100,0.8,0.0,7.0,0.0,2.5,,9.0,3.1,0.3,252.0,30.7,2.7,41.0,0.3,,,0.6,0.4,GRAMA,568
569,204.0,100,0.8,0.0,7.0,0.0,2.5,,9.0,3.1,0.3,252.0,30.7,2.7,41.0,0.3,,,0.6,0.4,GRAMA,569
570,226.7,100,0.8,0.0,7.0,0.0,2.5,,11.6,3.1,0.3,252.0,30.7,2.7,41.0,0.3,,,0.6,0.4,GRAMA,570
571,226.7,100,0.8,0.0,7.0,0.0,2.5,,11.6,3.1,0.3,252.0,30.7,2.7,41.0,0.3,,,0.6,0.4,GRAMA,571
572,471.0,100,0.8,0.0,12.0,0.0,2.3,,42.0,15.1,1.2,224.0,21.6,14.2,50.0,1.5,,,0.6,0.3,GRAMA,572
573,471.0,100,0.8,0.0,12.0,0.0,2.3,,42.0,15.1,1.2,224.0,21.6,14.2,50.0,1.5,,,0.6,0.3,GRAMA,573
574,471.0,100,0.8,0.0,12.0,0.0,2.3,,42.0,15.1,1.2,224.0,21.6,14.2,50.0,1.5,,,0.6,0.3,GRAMA,574
575,471.0,100,0.8,0.0,12.0,0.0,2.3,,42.0,15.1,1.2,224.0,21.6,14.2,50.0,1.5,,,0.6,0.3,GRAMA,575
576,471.0,100,0.8,0.0,12.0,0.0,2.3,,42.0,15.1,1.2,224.0,21.6,14.2,50.0,1.5,,,0.6,0.3,GRAMA,576
577,471.0,100,0.8,0.0,12.0,0.0,2.3,,42.0,15.1,1.2,224.0,21.6,14.2,50.0,1.5,,,0.6,0.3,GRAMA,577
578,204.0,100,,0.0,7.0,0.0,2.5,,9.0,5.2,3.6,252.0,30.7,4.3,41.0,0.4,,,0.6,0.4,GRAMA,578
579,204.0,100,,0.0,7.0,0.0,2.5,,9.0,5.2,3.6,252.0,30.7,4.3,41.0,0.4,,,0.6,0.4,GRAMA,579
580,204.0,100,,0.0,7.0,0.0,2.5,,9.0,5.2,3.6,252.0,30.7,4.3,41.0,0.4,,,0.6,0.4,GRAMA,580
581,204.0,100,,0.0,7.0,0.0,2.5,,9.0,5.2,3.6,252.0,30.7,4.3,41.0,0.4,,,0.6,0.4,GRAMA,581
582,253.6,100,,0.0,7.0,0.0,2.5,,14.6,5.2,3.6,252.0,30.7,4.3,41.0,0.4,,,0.6,0.4,GRAMA,582
583,253.6,100,,0.0,7.0,0.0,2.5,,14.6,5.2,3.6,252.0,30.7,4.3,41.0,0.4,,,0.6,0.4,GRAMA,583
584,199.0,100,0.8,0.0,4.0,0.0,3.3,,5.0,1.6,0.2,334.0,36.1,1.4,45.0,0.2,,,0.7,0.1,GRAMA,584
585,199.0,100,0.8,0.0,4.0,0.0,3.3,,5.0,1.6,0.2,334.0,36.1,1.4,45.0,0.2,,,0.7,0.1,GRAMA,585
586,248.6,100,0.8,0.0,4.0,0.0,3.3,,10.6,1.6,0.2,334.0,36.1,1.4,45.0,0.2,,,0.7,0.1,GRAMA,586
587,204.0,100,,0.0,7.0,0.0,2.5,,9.0,5.2,3.6,252.0,30.7,4.3,41.0,0.4,,,0.6,0.4,GRAMA,587
588,204.0,100,,0.0,7.0,0.0,2.5,,9.0,5.2,3.6,252.0,30.7,4.3,41.0,0.4,,,0.6,0.4,GRAMA,588
589,204.0,100,,0.0,7.0,0.0,2.5,,9.0,5.2,3.6,252.0,30.7,4.3,41.0,0.4,,,0.6,0.4,GRAMA,589
590,253.6,100,,0.0,7.0,0.0,2.5,,14.6,5.2,3.6,252.0,30.7,4.3,41.0,0.4,,,0.6,0.4,GRAMA,590
591,199.0,100,,0.0,4.0,0.0,3.3,,5.0,3.3,3.5,334.0,36.1,2.6,45.0,0.3,,,0.7,0.1,GRAMA,591
592,199.0,100,,0.0,4.0,0.0,3.3,,5.0,3.3,3.5,334.0,36.1,2.6,45.0,0.3,,,0.7,0.1,GRAMA,592
593,199.0,100,,0.0,4.0,0.0,3.3,,5.0,3.3,3.5,334.0,36.1,2.6,45.0,0.3,,,0.7,0.1,GRAMA,593
594,248.6,100,,0.0,4.0,0.0,3.3,,10.6,3.3,3.5,334.0,36.1,2.6,45.0,0.3,,,0.7,0.1,GRAMA,594
595,199.0,100,,0.0,4.0,0.0,3.3,,5.0,3.3,3.5,334.0,36.1,2.6,45.0,0.3,,,0.7,0.1,GRAMA,595
596,199.0,100,,0.0,4.0,0.0,3.3,,5.0,3.3,3.5,334.0,36.1,2.6,45.0,0.3,,,0.7,0.1,GRAMA,596
597,199.0,100,,0.0,4.0,0.0,3.3,,5.0,3.3,3.5,334.0,36.1,2.6,45.0,0.3,,,0.7,0.1,GRAMA,597
598,248.6,100,,0.0,4.0,0.0,3.3,,10.6,3.3,3.5,334.0,36.1,2.6,45.0,0.3,,,0.7,0.1,GRAMA,598
599,248.6,100,,0.0,4.0,0.0,3.3,,10.6,3.3,3.5,334.0,36.1,2.6,45.0,0.3,,,0.7,0.1,GRAMA,599
600,199.0,100,0.8,0.0,4.0,0.0,3.3,,5.0,1.6,0.2,334.0,36.1,1.4,45.0,0.2,,,0.7,0.1,GRAMA,600
601,248.6,100,0.8,0.0,4.0,0.0,3.3,,10.6,1.6,0.2,334.0,36.1,1.4,45.0,0.2,,,0.7,0.1,GRAMA,601
602,199.0,100,,0.0,4.0,0.0,3.3,,5.0,2.0,0.2,334.0,36.1,1.7,45.0,0.2,,,0.7,0.1,GRAMA,602
603,199.0,100,,0.0,4.0,0.0,3.3,,5.0,2.0,0.2,334.0,36.1,1.7,45.0,0.2,,,0.7,0.1,GRAMA,603
604,248.6,100,,0.0,4.0,0.0,3.3,,10.6,2.0,0.2,334.0,36.1,1.7,45.0,0.2,,,0.7,0.1,GRAMA,604
605,199.0,100,,0.0,4.0,0.0,3.3,,5.0,2.0,0.2,334.0,36.1,1.7,45.0,0.2,,,0.7,0.1,GRAMA,605
606,199.0,100,,0.0,4.0,0.0,3.3,,5.0,2.0,0.2,334.0,36.1,1.7,45.0,0.2,,,0.7,0.1,GRAMA,606
607,199.0,100,,0.0,4.0,0.0,3.3,,5.0,3.3,3.5,334.0,36.1,2.6,45.0,0.3,,,0.7,0.1,GRAMA,607
608,199.0,100,,0.0,4.0,0.0,3.3,,5.0,3.3,3.5,334.0,36.1,2.6,45.0,0.3,,,0.7,0.1,GRAMA,608
609,248.6,100,,0.0,4.0,0.0,3.3,,10.6,3.3,3.5,334.0,36.1,2.6,45.0,0.3,,,0.7,0.1,GRAMA,609
610,199.0,100,,0.0,4.0,0.0,3.3,,5.0,2.0,0.2,334.0,36.1,1.7,45.0,0.2,,,0.7,0.1,GRAMA,610
611,242.0,100,,0.0,8.0,0.0,2.8,,15.4,7.6,2.1,337.0,24.2,6.1,67.0,0.7,,,0.7,0.1,GRAMA,611
612,242.0,100,,0.0,8.0,0.0,2.8,,15.4,7.6,2.1,337.0,24.2,6.1,67.0,0.7,,,0.7,0.1,GRAMA,612
613,264.7,100,,0.0,8.0,0.0,2.8,,18.0,7.6,2.1,337.0,24.2,6.1,67.0,0.7,,,0.7,0.1,GRAMA,613
614,264.7,100,,0.0,8.0,0.0,2.8,,18.0,7.6,2.1,337.0,24.2,6.1,67.0,0.7,,,0.7,0.1,GRAMA,614
615,242.0,100,,0.0,8.0,0.0,2.8,,15.4,7.6,2.1,337.0,24.2,6.1,67.0,0.7,,,0.7,0.1,GRAMA,615
616,242.0,100,,0.0,8.0,0.0,2.8,,15.4,7.6,2.1,337.0,24.2,6.1,67.0,0.7,,,0.7,0.1,GRAMA,616
617,264.7,100,,0.0,8.0,0.0,2.8,,18.0,7.6,2.1,337.0,24.2,6.1,67.0,0.7,,,0.7,0.1,GRAMA,617
618,242.0,100,,0.0,8.0,0.0,2.8,,15.4,7.6,2.1,337.0,24.2,6.1,67.0,0.7,,,0.7,0.1,GRAMA,618
619,264.7,100,,0.0,8.0,0.0,2.8,,18.0,7.6,2.1,337.0,24.2,6.1,67.0,0.7,,,0.7,0.1,GRAMA,619
620,242.0,100,,0.0,8.0,0.0,2.8,,15.4,7.0,0.6,337.0,24.2,5.7,67.0,0.7,,,0.7,0.1,GRAMA,620
621,242.0,100,,0.0,8.0,0.0,2.8,,15.4,7.0,0.6,337.0,24.2,5.7,67.0,0.7,,,0.7,0.1,GRAMA,621
622,242.0,100,,0.0,8.0,0.0,2.8,,15.4,7.0,0.6,337.0,24.2,5.7,67.0,0.7,,,0.7,0.1,GRAMA,622
623,199.0,100,0.2,0.0,4.0,0.0,3.3,,5.0,0.8,0.1,334.0,36.1,0.7,45.0,0.1,,,0.7,0.1,GRAMA,623
624,199.0,100,0.2,0.0,4.0,0.0,3.3,,5.0,0.8,0.1,334.0,36.1,0.7,45.0,0.1,,,0.7,0.1,GRAMA,624
625,242.0,100,,0.0,8.0,0.0,2.8,,15.4,7.6,2.1,337.0,24.2,6.1,67.0,0.7,,,0.7,0.1,GRAMA,625
626,242.0,100,,0.0,8.0,0.0,2.8,,15.4,7.6,2.1,337.0,24.2,6.1,67.0,0.7,,,0.7,0.1,GRAMA,626
627,264.7,100,,0.0,8.0,0.0,2.8,,18.0,7.6,2.1,337.0,24.2,6.1,67.0,0.7,,,0.7,0.1,GRAMA,627
628,199.0,100,,0.0,4.0,0.0,3.3,,5.0,2.6,1.7,334.0,36.1,2.1,45.0,0.2,,,0.7,0.1,GRAMA,628
629,221.7,100,,0.0,4.0,0.0,3.3,,7.6,2.6,1.7,334.0,36.1,2.1,45.0,0.2,,,0.7,0.1,GRAMA,629
630,221.7,100,,0.0,4.0,0.0,3.3,,7.6,2.6,1.7,334.0,36.1,2.1,45.0,0.2,,,0.7,0.1,GRAMA,630
631,204.0,100,,0.0,7.0,0.0,2.5,,9.0,4.5,1.8,252.0,30.7,3.8,41.0,0.4,,,0.6,0.4,GRAMA,631
632,204.0,100,,0.0,7.0,0.0,2.5,,9.0,4.5,1.8,252.0,30.7,3.8,41.0,0.4,,,0.6,0.4,GRAMA,632
633,226.7,100,,0.0,7.0,0.0,2.5,,11.6,4.5,1.8,252.0,30.7,3.8,41.0,0.4,,,0.6,0.4,GRAMA,633
634,204.0,100,,0.0,7.0,0.0,2.5,,9.0,4.5,1.8,252.0,30.7,3.8,41.0,0.4,,,0.6,0.4,GRAMA,634
635,226.7,100,,0.0,7.0,0.0,2.5,,11.6,4.5,1.8,252.0,30.7,3.8,41.0,0.4,,,0.6,0.4,GRAMA,635
636,199.0,100,,0.0,4.0,0.0,3.3,,5.0,2.6,1.7,334.0,36.1,2.1,45.0,0.2,,,0.7,0.1,GRAMA,636
637,199.0,100,,0.0,4.0,0.0,3.3,,5.0,2.6,1.7,334.0,36.1,2.1,45.0,0.2,,,0.7,0.1,GRAMA,637
638,199.0,100,,0.0,4.0,0.0,3.3,,5.0,2.6,1.7,334.0,36.1,2.1,45.0,0.2,,,0.7,0.1,GRAMA,638
639,221.7,100,,0.0,4.0,0.0,3.3,,7.6,2.6,1.7,334.0,36.1,2.1,45.0,0.2,,,0.7,0.1,GRAMA,639
640,242.0,100,,0.0,8.0,0.0,2.8,,15.4,7.6,2.1,337.0,24.2,6.1,67.0,0.7,,,0.7,0.1,GRAMA,640
641,242.0,100,,0.0,8.0,0.0,2.8,,15.4,7.6,2.1,337.0,24.2,6.1,67.0,0.7,,,0.7,0.1,GRAMA,641
642,264.7,100,,0.0,8.0,0.0,2.8,,18.0,7.6,2.1,337.0,24.2,6.1,67.0,0.7,,,0.7,0.1,GRAMA,642
643,365.0,100,,0.0,11.0,0.0,2.4,,29.8,12.8,1.1,302.0,22.6,12.0,64.0,1.4,,,0.6,0.2,GRAMA,643
644,365.0,100,,0.0,11.0,0.0,2.4,,29.8,12.8,1.1,302.0,22.6,12.0,64.0,1.4,,,0.6,0.2,GRAMA,644
645,365.0,100,,0.0,11.0,0.0,2.4,,29.8,12.8,1.1,302.0,22.6,12.0,64.0,1.4,,,0.6,0.2,GRAMA,645
646,365.0,100,,0.0,11.0,0.0,2.4,,29.8,12.8,1.1,302.0,22.6,12.0,64.0,1.4,,,0.6,0.2,GRAMA,646
647,365.0,100,,0.0,11.0,0.0,2.4,,29.8,12.8,1.1,302.0,22.6,12.0,64.0,1.4,,,0.6,0.2,GRAMA,647
648,365.0,100,,0.0,11.0,0.0,2.4,,29.8,12.8,1.1,302.0,22.6,12.0,64.0,1.4,,,0.6,0.2,GRAMA,648
649,242.0,100,,0.0,8.0,0.0,2.8,,15.4,7.6,2.1,337.0,24.2,6.1,67.0,0.7,,,0.7,0.1,GRAMA,649
650,242.0,100,,0.0,8.0,0.0,2.8,,15.4,7.6,2.1,337.0,24.2,6.1,67.0,0.7,,,0.7,0.1,GRAMA,650
651,264.7,100,,0.0,8.0,0.0,2.8,,18.0,7.6,2.1,337.0,24.2,6.1,67.0,0.7,,,0.7,0.1,GRAMA,651
652,191.0,100,,0.0,6.0,5.1,6.5,,5.3,1.2,2.1,352.0,29.1,2.1,79.0,0.2,9442.4,1.9,0.4,0.5,GRAMA,652
653,213.7,100,,0.0,6.0,5.1,6.5,,7.8,1.2,2.1,352.0,29.1,2.1,79.0,0.2,9442.4,1.9,0.4,0.5,GRAMA,653
654,100.0,100,1.9,0.0,15.9,4.2,5.2,0.6,3.0,0.6,0.9,224.9,14.0,0.9,340.8,0.1,1553.6,34.2,0.1,0.6,GRAMA,654
655,165.0,100,,0.0,5.0,0.1,6.4,,4.7,1.6,2.5,219.0,28.5,1.8,59.0,0.2,,,,0.3,GRAMA,655
656,165.0,100,,0.0,5.0,0.1,6.4,,4.7,1.6,2.5,219.0,28.5,1.8,59.0,0.2,,,,0.3,GRAMA,656
657,165.0,100,,0.0,5.0,0.1,6.4,,4.7,1.6,2.5,219.0,28.5,1.8,59.0,0.2,,,,0.3,GRAMA,657
658,187.7,100,,0.0,5.0,0.1,6.4,,7.3,1.6,2.5,219.0,28.5,1.8,59.0,0.2,,,,0.3,GRAMA,658
659,158.0,100,,0.0,19.0,0.0,5.8,,4.7,0.7,0.8,135.0,27.3,1.1,94.0,0.2,,,0.8,0.1,GRAMA,659
660,158.0,100,,0.0,19.0,0.0,5.8,,4.7,1.3,2.3,135.0,27.3,1.5,94.0,0.2,,,0.8,0.1,GRAMA,660
661,180.7,100,,0.0,19.0,0.0,5.8,,7.2,1.3,2.3,135.0,27.3,1.5,94.0,0.2,,,0.8,0.1,GRAMA,661
662,180.7,100,,0.0,19.0,0.0,5.8,,7.2,1.3,2.3,135.0,27.3,1.5,94.0,0.2,,,0.8,0.1,GRAMA,662
663,151.0,100,,0.0,9.0,1.5,2.3,,10.5,1.9,1.6,244.0,11.7,2.4,108.0,0.5,5.8,10.5,,1.7,GRAMA,663
664,94.0,100,,0.0,81.0,2.0,0.7,,4.0,2.2,1.7,42.0,11.7,1.8,68.0,0.2,,,,0.1,GRAMA,664
665,94.0,100,,0.0,81.0,2.0,0.7,,4.0,2.2,1.7,42.0,11.7,1.8,68.0,0.2,,,,0.1,GRAMA,665
666,94.0,100,,0.0,81.0,2.0,0.7,,4.0,2.2,1.7,42.0,11.7,1.8,68.0,0.2,,,,0.1,GRAMA,666
667,116.7,100,,0.0,81.0,2.0,0.7,,6.6,2.2,1.7,42.0,11.7,1.8,68.0,0.2,,,,0.1,GRAMA,667
668,94.0,100,,0.0,81.0,2.0,0.7,,4.0,1.6,0.2,42.0,11.7,1.4,68.0,0.2,,,,0.1,GRAMA,668
669,94.0,100,,0.0,81.0,2.0,0.7,,4.0,1.6,0.2,42.0,11.7,1.4,68.0,0.2,,,,0.1,GRAMA,669
670,94.0,100,,0.0,81.0,2.0,0.7,,4.0,2.2,1.7,42.0,11.7,1.8,68.0,0.2,,,,0.1,GRAMA,670
671,116.7,100,,0.0,81.0,2.0,0.7,,6.6,2.2,1.7,42.0,11.7,1.8,68.0,0.2,,,,0.1,GRAMA,671
672,94.0,100,,0.0,81.0,2.0,0.7,,4.0,1.6,0.2,42.0,11.7,1.4,68.0,0.2,,,,0.1,GRAMA,672
673,191.0,100,,0.0,6.0,5.1,6.5,,5.3,1.2,2.1,352.0,29.1,2.1,79.0,0.2,9442.4,1.9,0.4,0.5,GRAMA,673
674,191.0,100,,0.0,6.0,5.1,6.5,,5.3,1.2,2.1,352.0,29.1,2.1,79.0,0.2,9442.4,1.9,0.4,0.5,GRAMA,674
675,191.0,100,,0.0,6.0,5.1,6.5,,5.3,1.2,2.1,352.0,29.1,2.1,79.0,0.2,9442.4,1.9,0.4,0.5,GRAMA,675
676,191.0,100,,0.0,6.0,5.1,6.5,,5.3,1.2,2.1,352.0,29.1,2.1,79.0,0.2,9442.4,1.9,0.4,0.5,GRAMA,676
677,213.7,100,,0.0,6.0,5.1,6.5,,7.8,1.2,2.1,352.0,29.1,2.1,79.0,0.2,9442.4,1.9,0.4,0.5,GRAMA,677
678,213.7,100,,0.0,6.0,5.1,6.5,,7.8,1.2,2.1,352.0,29.1,2.1,79.0,0.2,9442.4,1.9,0.4,0.5,GRAMA,678
679,330.1,100,,0.0,7.6,0.0,2.7,,23.0,6.4,3.6,321.1,28.6,6.1,71.6,0.0,,,,,GRAMA,679
680,330.1,100,,0.0,7.6,0.0,2.7,,23.0,6.4,3.6,321.1,28.6,6.1,71.6,0.0,,,,,GRAMA,680
681,363.1,100,,0.0,7.6,0.0,2.7,,27.6,6.4,3.6,321.1,26.9,6.1,71.6,0.0,,,,,GRAMA,681
682,284.0,100,,0.0,5.0,0.0,2.6,,22.3,10.7,2.2,184.0,19.3,8.5,65.0,0.8,,1.3,,0.3,GRAMA,682
683,284.0,100,,0.0,5.0,0.0,2.6,,22.3,10.7,2.2,184.0,19.3,8.5,65.0,0.8,,1.3,,0.3,GRAMA,683
684,284.0,100,,0.0,5.0,0.0,2.6,,22.3,10.7,2.2,184.0,19.3,8.5,65.0,0.8,,1.3,,0.3,GRAMA,684
685,306.7,100,,0.0,5.0,0.0,2.6,,24.9,10.7,2.2,184.0,19.3,8.5,65.0,0.8,,1.3,,0.3,GRAMA,685
686,365.0,100,,0.0,11.2,0.0,2.4,,29.8,12.8,1.1,302.1,22.6,12.0,396.7,1.4,,,0.6,0.2,GRAMA,686
687,214.0,100,,0.0,6.0,0.0,1.0,,10.1,4.5,0.8,363.0,28.8,3.5,50.0,0.0,2.0,0.4,0.8,0.3,GRAMA,687
688,221.7,100,,0.0,4.0,0.0,3.3,,7.6,2.6,1.7,334.0,36.1,2.1,45.0,0.2,,,0.7,0.3,GRAMA,688
689,214.0,100,,0.0,6.0,0.0,1.0,,10.1,4.5,0.8,363.0,28.8,3.5,50.0,0.0,2.0,0.4,0.8,0.3,GRAMA,689
690,397.0,100,,0.0,47.0,0.0,1.9,,30.3,13.5,2.7,320.0,29.1,11.1,93.0,0.1,3.0,,1.1,0.3,GRAMA,690
691,397.0,100,,0.0,47.0,0.0,1.9,,30.3,13.5,2.7,320.0,29.1,11.1,93.0,0.1,3.0,,1.1,0.3,GRAMA,691
692,397.0,100,,0.0,47.0,0.0,1.9,,30.3,13.5,2.7,320.0,29.1,11.1,93.0,0.1,3.0,,1.1,0.3,GRAMA,692
693,397.0,100,,0.0,47.0,0.0,1.9,,30.3,13.5,2.7,320.0,29.1,11.1,93.0,0.1,3.0,,1.1,0.3,GRAMA,693
694,397.0,100,,0.0,47.0,0.0,1.9,,30.3,13.5,2.7,320.0,29.1,11.1,93.0,0.1,3.0,,1.1,0.3,GRAMA,694
695,397.0,100,,0.0,47.0,0.0,1.9,,30.3,13.5,2.7,320.0,29.1,11.1,93.0,0.1,3.0,,1.1,0.3,GRAMA,695
696,397.0,100,,0.0,47.0,0.0,1.9,,30.3,13.5,2.7,320.0,29.1,11.1,93.0,0.1,3.0,,1.1,0.3,GRAMA,696
697,397.0,100,,0.0,47.0,0.0,1.9,,30.3,13.5,2.7,320.0,29.1,11.1,93.0,0.1,3.0,,1.1,0.3,GRAMA,697
698,397.0,100,,0.0,47.0,0.0,1.9,,30.3,13.5,2.7,320.0,29.1,11.1,93.0,0.1,3.0,,1.1,0.3,GRAMA,698
